audio_path,label
/data/xuanru/VCTK/VCTK_16k/p238/p238_212.wav,It is time for confession.
/data/xuanru/VCTK/VCTK_16k/p238/p238_024.wav,"This is a very common type of bow, one showing mainly red and yellow, with little or no green or blue."
/data/xuanru/VCTK/VCTK_16k/p238/p238_323.wav,The early physical reports were clear.
/data/xuanru/VCTK/VCTK_16k/p238/p238_419.wav,"Either way, the investor retains the premium."
/data/xuanru/VCTK/VCTK_16k/p238/p238_128.wav,He put some colour into Scottish history.
/data/xuanru/VCTK/VCTK_16k/p238/p238_126.wav,What do they want us to do?
/data/xuanru/VCTK/VCTK_16k/p238/p238_017.wav,Others have tried to explain the phenomenon physically.
/data/xuanru/VCTK/VCTK_16k/p238/p238_154.wav,They make a selective perception process.
/data/xuanru/VCTK/VCTK_16k/p238/p238_412.wav,Low pay is endemic in the National Health Service.
/data/xuanru/VCTK/VCTK_16k/p238/p238_259.wav,Arsenal refused to be evicted.
/data/xuanru/VCTK/VCTK_16k/p238/p238_179.wav,You can spend money on housing.
/data/xuanru/VCTK/VCTK_16k/p238/p238_336.wav,Thereafter they were allowed to proceed.
/data/xuanru/VCTK/VCTK_16k/p238/p238_285.wav,But I was glad to see these interviews.
/data/xuanru/VCTK/VCTK_16k/p238/p238_359.wav,People should make their own decisions.
/data/xuanru/VCTK/VCTK_16k/p238/p238_309.wav,You were an easy target and therefore an easy sacrifice.
/data/xuanru/VCTK/VCTK_16k/p238/p238_013.wav,Some have accepted it as a miracle without physical explanation.
/data/xuanru/VCTK/VCTK_16k/p238/p238_344.wav,This is a sensible and common sense approach.
/data/xuanru/VCTK/VCTK_16k/p238/p238_219.wav,Bottling is now the core business.
/data/xuanru/VCTK/VCTK_16k/p238/p238_223.wav,We were right to be afraid.
/data/xuanru/VCTK/VCTK_16k/p238/p238_238.wav,"Five years later, the deception continued."
/data/xuanru/VCTK/VCTK_16k/p238/p238_305.wav,Motorists will buy passes in advance.
/data/xuanru/VCTK/VCTK_16k/p238/p238_006.wav,"When the sunlight strikes raindrops in the air, they act as a prism and form a rainbow."
/data/xuanru/VCTK/VCTK_16k/p238/p238_368.wav,We can have no complaints.
/data/xuanru/VCTK/VCTK_16k/p238/p238_342.wav,"He is the son of former chairman, Lord Wolfson."
/data/xuanru/VCTK/VCTK_16k/p238/p238_022.wav,The actual primary rainbow observed is said to be the effect of super-imposition of a number of bows.
/data/xuanru/VCTK/VCTK_16k/p238/p238_459.wav,They failed to reach agreement yesterday.
/data/xuanru/VCTK/VCTK_16k/p238/p238_427.wav,It tells the story of a woman who has probably been abused.
/data/xuanru/VCTK/VCTK_16k/p238/p238_015.wav,The Greeks used to imagine that it was a sign from the gods to foretell war or heavy rain.
/data/xuanru/VCTK/VCTK_16k/p238/p238_160.wav,His job was not advertised.
/data/xuanru/VCTK/VCTK_16k/p238/p238_135.wav,No one person or small group could be singled out.
/data/xuanru/VCTK/VCTK_16k/p238/p238_409.wav,"How are you, sir?"
/data/xuanru/VCTK/VCTK_16k/p238/p238_175.wav,"Thereafter, he set his mind on becoming a doctor."
/data/xuanru/VCTK/VCTK_16k/p238/p238_087.wav,We will pay their bills.
/data/xuanru/VCTK/VCTK_16k/p238/p238_337.wav,Abbey National is an option.
/data/xuanru/VCTK/VCTK_16k/p238/p238_272.wav,Her political persuasion is no secret.
/data/xuanru/VCTK/VCTK_16k/p238/p238_306.wav,No-one is predicting a sudden rebound.
/data/xuanru/VCTK/VCTK_16k/p238/p238_415.wav,Motherwell have no such good fortune.
/data/xuanru/VCTK/VCTK_16k/p238/p238_267.wav,The strong performance is expected to continue.
/data/xuanru/VCTK/VCTK_16k/p238/p238_091.wav,The result is utterly compelling.
/data/xuanru/VCTK/VCTK_16k/p238/p238_047.wav,They have shown a great desire and attitude.
/data/xuanru/VCTK/VCTK_16k/p238/p238_124.wav,So what happens next?
/data/xuanru/VCTK/VCTK_16k/p238/p238_254.wav,Do I think about them often?
/data/xuanru/VCTK/VCTK_16k/p238/p238_341.wav,Dancing will help his ankles and his feet.
/data/xuanru/VCTK/VCTK_16k/p238/p238_362.wav,It was a good workout.
/data/xuanru/VCTK/VCTK_16k/p238/p238_325.wav,Their conclusions were never published.
/data/xuanru/VCTK/VCTK_16k/p238/p238_079.wav,But the organisers refused to worry.
/data/xuanru/VCTK/VCTK_16k/p238/p238_217.wav,I will not take part in Edmonton.
/data/xuanru/VCTK/VCTK_16k/p238/p238_350.wav,"What kind of man does that, Mr Dick?"
/data/xuanru/VCTK/VCTK_16k/p238/p238_430.wav,We accept the new rules.
/data/xuanru/VCTK/VCTK_16k/p238/p238_257.wav,It was a terrible combination of factors.
/data/xuanru/VCTK/VCTK_16k/p238/p238_111.wav,After five weeks the vehicle will be sold at auction.
/data/xuanru/VCTK/VCTK_16k/p341/p341_174.wav,They will know they deserve to be there.
/data/xuanru/VCTK/VCTK_16k/p341/p341_239.wav,I lost it at the final whistle.
/data/xuanru/VCTK/VCTK_16k/p341/p341_285.wav,"If they don't, they won't get what they want."
/data/xuanru/VCTK/VCTK_16k/p341/p341_062.wav,"They were not doing it too well, either."
/data/xuanru/VCTK/VCTK_16k/p341/p341_037.wav,This has been blown out of all proportion.
/data/xuanru/VCTK/VCTK_16k/p341/p341_019.wav,"Since then physicists have found that it is not reflection, but refraction by the raindrops which causes the rainbows."
/data/xuanru/VCTK/VCTK_16k/p341/p341_196.wav,It also highlighted some local hero districts.
/data/xuanru/VCTK/VCTK_16k/p341/p341_066.wav,He is pretty upset.
/data/xuanru/VCTK/VCTK_16k/p341/p341_138.wav,There were no casualties.
/data/xuanru/VCTK/VCTK_16k/p341/p341_024.wav,"This is a very common type of bow, one showing mainly red and yellow, with little or no green or blue."
/data/xuanru/VCTK/VCTK_16k/p341/p341_255.wav,Do not listen to them.
/data/xuanru/VCTK/VCTK_16k/p341/p341_064.wav,This is the crossroads.
/data/xuanru/VCTK/VCTK_16k/p341/p341_102.wav,He put some colour into Scottish history.
/data/xuanru/VCTK/VCTK_16k/p341/p341_402.wav,Jack McConnell is the obvious choice.
/data/xuanru/VCTK/VCTK_16k/p341/p341_197.wav,The project is entitled The Composer in Scotland.
/data/xuanru/VCTK/VCTK_16k/p341/p341_192.wav,Who is he?
/data/xuanru/VCTK/VCTK_16k/p341/p341_401.wav,I'll take what comes along.
/data/xuanru/VCTK/VCTK_16k/p341/p341_036.wav,That was no surprise to me.
/data/xuanru/VCTK/VCTK_16k/p341/p341_305.wav,"However, there are also many areas of agreement."
/data/xuanru/VCTK/VCTK_16k/p341/p341_006.wav,"When the sunlight strikes raindrops in the air, they act as a prism and form a rainbow."
/data/xuanru/VCTK/VCTK_16k/p341/p341_316.wav,I thought he was part of the camera.
/data/xuanru/VCTK/VCTK_16k/p341/p341_280.wav,I hope my successor will do the same.
/data/xuanru/VCTK/VCTK_16k/p341/p341_017.wav,Others have tried to explain the phenomenon physically.
/data/xuanru/VCTK/VCTK_16k/p341/p341_324.wav,"Instead, she just went away."
/data/xuanru/VCTK/VCTK_16k/p341/p341_372.wav,Her advice for Glasgow is just be visionary.
/data/xuanru/VCTK/VCTK_16k/p341/p341_282.wav,I have been totally taken aback by this.
/data/xuanru/VCTK/VCTK_16k/p341/p341_058.wav,Labour accused the Tory leader of panicking.
/data/xuanru/VCTK/VCTK_16k/p341/p341_091.wav,It had a gigantic effect.
/data/xuanru/VCTK/VCTK_16k/p341/p341_039.wav,It's wonderful to have won.
/data/xuanru/VCTK/VCTK_16k/p341/p341_134.wav,"However, in Scotland this figure was four weeks."
/data/xuanru/VCTK/VCTK_16k/p341/p341_085.wav,"She added, It is a huge problem."
/data/xuanru/VCTK/VCTK_16k/p341/p341_158.wav,But my heart is in athletics.
/data/xuanru/VCTK/VCTK_16k/p341/p341_222.wav,It is all one-sided.
/data/xuanru/VCTK/VCTK_16k/p341/p341_225.wav,Here are some possible solutions.
/data/xuanru/VCTK/VCTK_16k/p341/p341_268.wav,We don't have the credible evidence.
/data/xuanru/VCTK/VCTK_16k/p341/p341_148.wav,"In time, may prove a worthy successor to Billy Dodds."
/data/xuanru/VCTK/VCTK_16k/p341/p341_170.wav,We must not give in to bastards.
/data/xuanru/VCTK/VCTK_16k/p341/p341_207.wav,She told me to apply for the crest.
/data/xuanru/VCTK/VCTK_16k/p341/p341_281.wav,The manager knew me very well.
/data/xuanru/VCTK/VCTK_16k/p341/p341_391.wav,It is the Holiday programme with a mortgage.
/data/xuanru/VCTK/VCTK_16k/p341/p341_297.wav,"But, mainly, it is up to ourselves."
/data/xuanru/VCTK/VCTK_16k/p341/p341_177.wav,This is a huge confidence boost.
/data/xuanru/VCTK/VCTK_16k/p341/p341_060.wav,I think it is a sensible change.
/data/xuanru/VCTK/VCTK_16k/p341/p341_400.wav,"She can't say where she was, what she did."
/data/xuanru/VCTK/VCTK_16k/p341/p341_043.wav,Ministers received the report with frosty reticence.
/data/xuanru/VCTK/VCTK_16k/p341/p341_291.wav,It was just one of those things.
/data/xuanru/VCTK/VCTK_16k/p341/p341_054.wav,"However, the appeal judges rejected the argument."
/data/xuanru/VCTK/VCTK_16k/p341/p341_243.wav,One must hope not!
/data/xuanru/VCTK/VCTK_16k/p341/p341_210.wav,He explained to his audience.
/data/xuanru/VCTK/VCTK_16k/p341/p341_160.wav,You shouldn't have a stoppage in November.
/data/xuanru/VCTK/VCTK_16k/p341/p341_327.wav,It was chaotic and frightening.
/data/xuanru/VCTK/VCTK_16k/p341/p341_275.wav,I didn't have a trio.
/data/xuanru/VCTK/VCTK_16k/p341/p341_200.wav,"One season, they might do well."
/data/xuanru/VCTK/VCTK_16k/p341/p341_199.wav,What's the big idea?
/data/xuanru/VCTK/VCTK_16k/p341/p341_151.wav,Sean Connery did not disappoint.
/data/xuanru/VCTK/VCTK_16k/p341/p341_332.wav,I'm not interested in coming up with answers.
/data/xuanru/VCTK/VCTK_16k/p341/p341_218.wav,He doesn't like the Labour Party.
/data/xuanru/VCTK/VCTK_16k/p341/p341_211.wav,I think the Government should pay for that.
/data/xuanru/VCTK/VCTK_16k/p341/p341_242.wav,I think he has undergone a sea change.
/data/xuanru/VCTK/VCTK_16k/p341/p341_187.wav,His signature is his handwriting.
/data/xuanru/VCTK/VCTK_16k/p341/p341_359.wav,There is too much at stake for that.
/data/xuanru/VCTK/VCTK_16k/p341/p341_015.wav,The Greeks used to imagine that it was a sign from the gods to foretell war or heavy rain.
/data/xuanru/VCTK/VCTK_16k/p341/p341_261.wav,"That's what it's all about, isn't it?"
/data/xuanru/VCTK/VCTK_16k/p341/p341_408.wav,Women reported more depression than men.
/data/xuanru/VCTK/VCTK_16k/p341/p341_384.wav,We only lost the third goal.
/data/xuanru/VCTK/VCTK_16k/p341/p341_155.wav,We would welcome a greater emphasis on carcasses.
/data/xuanru/VCTK/VCTK_16k/p341/p341_046.wav,Moray Council could not be contacted last night.
/data/xuanru/VCTK/VCTK_16k/p341/p341_052.wav,"You see, it wasn't a tournament of equals."
/data/xuanru/VCTK/VCTK_16k/p341/p341_026.wav,That's interesting to me.
/data/xuanru/VCTK/VCTK_16k/p341/p341_022.wav,The actual primary rainbow observed is said to be the effect of super-imposition of a number of bows.
/data/xuanru/VCTK/VCTK_16k/p341/p341_068.wav,Where is the human rights?
/data/xuanru/VCTK/VCTK_16k/p341/p341_230.wav,That probably wouldn't happen at Liverpool.
/data/xuanru/VCTK/VCTK_16k/p341/p341_378.wav,And it's not funny.
/data/xuanru/VCTK/VCTK_16k/p341/p341_223.wav,I've been thinking about it for a year.
/data/xuanru/VCTK/VCTK_16k/p341/p341_267.wav,She became very good at it.
/data/xuanru/VCTK/VCTK_16k/p341/p341_032.wav,It has moved on in the last week.
/data/xuanru/VCTK/VCTK_16k/p341/p341_047.wav,"If you have to pay for treatment, you pay for treatment."
/data/xuanru/VCTK/VCTK_16k/p341/p341_245.wav,What makes a house a home?
/data/xuanru/VCTK/VCTK_16k/p341/p341_318.wav,Farmers have been an endangered species.
/data/xuanru/VCTK/VCTK_16k/p341/p341_194.wav,No such remedy has ever been pursued.
/data/xuanru/VCTK/VCTK_16k/p341/p341_049.wav,Today is not about contracts.
/data/xuanru/VCTK/VCTK_16k/p341/p341_078.wav,It does not stop at the border.
/data/xuanru/VCTK/VCTK_16k/p341/p341_290.wav,We also hope to meet the Ulster Unionists.
/data/xuanru/VCTK/VCTK_16k/p341/p341_108.wav,I was a bit nervous.
/data/xuanru/VCTK/VCTK_16k/p341/p341_131.wav,You can see their point.
/data/xuanru/VCTK/VCTK_16k/p341/p341_053.wav,It's to do with play.
/data/xuanru/VCTK/VCTK_16k/p341/p341_340.wav,"Two years ago, the commission did not want to get involved."
/data/xuanru/VCTK/VCTK_16k/p341/p341_374.wav,See it while you can.
/data/xuanru/VCTK/VCTK_16k/p341/p341_349.wav,I've already got them in.
/data/xuanru/VCTK/VCTK_16k/p341/p341_213.wav,He was a soldier.
/data/xuanru/VCTK/VCTK_16k/p341/p341_237.wav,Mrs Anderson said this one was different.
/data/xuanru/VCTK/VCTK_16k/p341/p341_186.wav,Promises were not kept.
/data/xuanru/VCTK/VCTK_16k/p341/p341_092.wav,Israel has done very little until now.
/data/xuanru/VCTK/VCTK_16k/p341/p341_075.wav,We have reports of this throughout Scotland.
/data/xuanru/VCTK/VCTK_16k/p341/p341_100.wav,I don't think it could be clearer.
/data/xuanru/VCTK/VCTK_16k/p341/p341_352.wav,They are just bewildered and very concerned.
/data/xuanru/VCTK/VCTK_16k/p341/p341_304.wav,It is a very resilient and deadly bacterium.
/data/xuanru/VCTK/VCTK_16k/p341/p341_141.wav,"A teacher is, really, about unity."
/data/xuanru/VCTK/VCTK_16k/p341/p341_125.wav,"Don Hutchison, too, is a threat."
/data/xuanru/VCTK/VCTK_16k/p341/p341_251.wav,He admitted the asylum system was not working.
/data/xuanru/VCTK/VCTK_16k/p341/p341_163.wav,I love the tradition of vaudeville.
/data/xuanru/VCTK/VCTK_16k/p341/p341_303.wav,"Clearly, the IRA has got away with murder."
/data/xuanru/VCTK/VCTK_16k/p341/p341_344.wav,We have to go for it.
/data/xuanru/VCTK/VCTK_16k/p341/p341_164.wav,It was then into overtime.
/data/xuanru/VCTK/VCTK_16k/p341/p341_236.wav,"Nato would ensure they could return home, he said."
/data/xuanru/VCTK/VCTK_16k/p341/p341_342.wav,We are very nearly there.
/data/xuanru/VCTK/VCTK_16k/p341/p341_147.wav,There's a good chance of seeing something.
/data/xuanru/VCTK/VCTK_16k/p341/p341_101.wav,That meant the search was unlawful.
/data/xuanru/VCTK/VCTK_16k/p341/p341_074.wav,The feeling is awesome.
/data/xuanru/VCTK/VCTK_16k/p341/p341_343.wav,He also was in debt to drug dealers.
/data/xuanru/VCTK/VCTK_16k/p341/p341_190.wav,We are on the path of change.
/data/xuanru/VCTK/VCTK_16k/p341/p341_162.wav,I'm working on that.
/data/xuanru/VCTK/VCTK_16k/p341/p341_405.wav,You have to have some hope and faith.
/data/xuanru/VCTK/VCTK_16k/p341/p341_153.wav,My aim is a top six finish.
/data/xuanru/VCTK/VCTK_16k/p341/p341_087.wav,The composer therefore believes he can do it.
/data/xuanru/VCTK/VCTK_16k/p341/p341_263.wav,"This time, there were no such rewards."
/data/xuanru/VCTK/VCTK_16k/p341/p341_300.wav,It's a source of deep concern.
/data/xuanru/VCTK/VCTK_16k/p341/p341_050.wav,That says something for his strength of character.
/data/xuanru/VCTK/VCTK_16k/p341/p341_371.wav,You are a liar.
/data/xuanru/VCTK/VCTK_16k/p341/p341_258.wav,He loves the big occasions.
/data/xuanru/VCTK/VCTK_16k/p341/p341_180.wav,The crackdown is launched today by the government.
/data/xuanru/VCTK/VCTK_16k/p341/p341_084.wav,They are going to carry it through.
/data/xuanru/VCTK/VCTK_16k/p341/p341_289.wav,We are aware of the two incidents.
/data/xuanru/VCTK/VCTK_16k/p341/p341_299.wav,That was enough for the committee.
/data/xuanru/VCTK/VCTK_16k/p341/p341_182.wav,Nobody ever knew it had happened.
/data/xuanru/VCTK/VCTK_16k/p341/p341_126.wav,The next few months will tell.
/data/xuanru/VCTK/VCTK_16k/p341/p341_140.wav,They really did a great job.
/data/xuanru/VCTK/VCTK_16k/p341/p341_120.wav,The choice is strictly personal.
/data/xuanru/VCTK/VCTK_16k/p341/p341_302.wav,"But it was for charity, just a bit of fun."
/data/xuanru/VCTK/VCTK_16k/p341/p341_284.wav,We've got a full house tonight.
/data/xuanru/VCTK/VCTK_16k/p341/p341_322.wav,I stayed away from the defence.
/data/xuanru/VCTK/VCTK_16k/p341/p341_387.wav,No-one has yet been charged.
/data/xuanru/VCTK/VCTK_16k/p341/p341_150.wav,Surrey police said no body had been found.
/data/xuanru/VCTK/VCTK_16k/p341/p341_292.wav,The whole team was rubbish.
/data/xuanru/VCTK/VCTK_16k/p341/p341_315.wav,We're all in a state of shock.
/data/xuanru/VCTK/VCTK_16k/p341/p341_231.wav,He is well respected by his colleagues.
/data/xuanru/VCTK/VCTK_16k/p341/p341_388.wav,Such people do not exist.
/data/xuanru/VCTK/VCTK_16k/p341/p341_161.wav,These matters are now behind us.
/data/xuanru/VCTK/VCTK_16k/p341/p341_410.wav,"The euro is your money, it is our money."
/data/xuanru/VCTK/VCTK_16k/p341/p341_276.wav,Their three other children had died as infants.
/data/xuanru/VCTK/VCTK_16k/p341/p341_257.wav,"That might happen in Pakistan, but in Britain?"
/data/xuanru/VCTK/VCTK_16k/p341/p341_392.wav,There was someone on the floor.
/data/xuanru/VCTK/VCTK_16k/p341/p341_165.wav,Most of the public are behind me.
/data/xuanru/VCTK/VCTK_16k/p341/p341_189.wav,I've already done that.
/data/xuanru/VCTK/VCTK_16k/p341/p341_127.wav,I'm so proud of my team.
/data/xuanru/VCTK/VCTK_16k/p341/p341_288.wav,"It has, however, been a long time coming."
/data/xuanru/VCTK/VCTK_16k/p341/p341_168.wav,Look at his last couple of records.
/data/xuanru/VCTK/VCTK_16k/p341/p341_014.wav,To the Hebrews it was a token that there would be no more universal floods.
/data/xuanru/VCTK/VCTK_16k/p341/p341_034.wav,It's easy to see why.
/data/xuanru/VCTK/VCTK_16k/p341/p341_191.wav,You can feel at home in China.
/data/xuanru/VCTK/VCTK_16k/p341/p341_247.wav,I live on the streets of Glasgow.
/data/xuanru/VCTK/VCTK_16k/p341/p341_221.wav,He asked me in a tolerance zone.
/data/xuanru/VCTK/VCTK_16k/p341/p341_040.wav,Nine of the tourists were killed instantly.
/data/xuanru/VCTK/VCTK_16k/p341/p341_396.wav,But it is all by design.
/data/xuanru/VCTK/VCTK_16k/p341/p341_098.wav,It is a great honour and a privilege.
/data/xuanru/VCTK/VCTK_16k/p341/p341_351.wav,"The science is well known, the solution is simple."
/data/xuanru/VCTK/VCTK_16k/p341/p341_270.wav,I'm just doing artwork.
/data/xuanru/VCTK/VCTK_16k/p341/p341_081.wav,Robert is a special talent.
/data/xuanru/VCTK/VCTK_16k/p341/p341_379.wav,I didn't do too badly myself.
/data/xuanru/VCTK/VCTK_16k/p341/p341_077.wav,The settlement could run to millions.
/data/xuanru/VCTK/VCTK_16k/p341/p341_009.wav,"There is , according to legend, a boiling pot of gold at one end."
/data/xuanru/VCTK/VCTK_16k/p341/p341_277.wav,That is a mark of what you are.
/data/xuanru/VCTK/VCTK_16k/p341/p341_185.wav,We've been there for seven years.
/data/xuanru/VCTK/VCTK_16k/p341/p341_208.wav,Too much has already been said.
/data/xuanru/VCTK/VCTK_16k/p341/p341_264.wav,He said Mr Holland was a disgrace.
/data/xuanru/VCTK/VCTK_16k/p341/p341_203.wav,Their expressions only reflected those of the audience.
/data/xuanru/VCTK/VCTK_16k/p341/p341_133.wav,There was no hint of bravado.
/data/xuanru/VCTK/VCTK_16k/p341/p341_011.wav,"When a man looks for something beyond his reach, his friends say he is looking for the pot of gold at the end of the rainbow."
/data/xuanru/VCTK/VCTK_16k/p341/p341_195.wav,Felt good about it.
/data/xuanru/VCTK/VCTK_16k/p341/p341_334.wav,"For his opposite number, this was just triumph."
/data/xuanru/VCTK/VCTK_16k/p341/p341_104.wav,We are trying to establish a date.
/data/xuanru/VCTK/VCTK_16k/p341/p341_295.wav,They must act now to tighten the rules.
/data/xuanru/VCTK/VCTK_16k/p341/p341_122.wav,He had other things on his mind.
/data/xuanru/VCTK/VCTK_16k/p341/p341_368.wav,I don't have a new house.
/data/xuanru/VCTK/VCTK_16k/p341/p341_350.wav,He takes time out for everyone.
/data/xuanru/VCTK/VCTK_16k/p341/p341_065.wav,He had played well in that central role.
/data/xuanru/VCTK/VCTK_16k/p341/p341_293.wav,Now we need to keep our heads up.
/data/xuanru/VCTK/VCTK_16k/p341/p341_269.wav,It's one up to the Scots.
/data/xuanru/VCTK/VCTK_16k/p341/p341_256.wav,"Mind you, who wouldn't?"
/data/xuanru/VCTK/VCTK_16k/p341/p341_249.wav,It doesn't make sense.
/data/xuanru/VCTK/VCTK_16k/p341/p341_365.wav,It was to get even better for Motherwell.
/data/xuanru/VCTK/VCTK_16k/p341/p341_031.wav,"I was left-handed, but it was just a matter of practice."
/data/xuanru/VCTK/VCTK_16k/p341/p341_335.wav,He said he needed no more evidence.
/data/xuanru/VCTK/VCTK_16k/p341/p341_355.wav,I have not been so angry for years.
/data/xuanru/VCTK/VCTK_16k/p341/p341_083.wav,"In the meantime, he added, prevention was the key."
/data/xuanru/VCTK/VCTK_16k/p341/p341_107.wav,There was great support all round the route.
/data/xuanru/VCTK/VCTK_16k/p341/p341_135.wav,Yet he chose to do something different.
/data/xuanru/VCTK/VCTK_16k/p341/p341_124.wav,I hadn't seen them in eight years.
/data/xuanru/VCTK/VCTK_16k/p341/p341_099.wav,We certainly will need to watch him.
/data/xuanru/VCTK/VCTK_16k/p341/p341_294.wav,You've got it coming Kabul.
/data/xuanru/VCTK/VCTK_16k/p341/p341_051.wav,We are going for it.
/data/xuanru/VCTK/VCTK_16k/p341/p341_096.wav,The death rates are still as high.
/data/xuanru/VCTK/VCTK_16k/p341/p341_347.wav,This is entirely appropriate and overdue.
/data/xuanru/VCTK/VCTK_16k/p341/p341_114.wav,He had a heart problem.
/data/xuanru/VCTK/VCTK_16k/p341/p341_076.wav,But there was a shift.
/data/xuanru/VCTK/VCTK_16k/p341/p341_278.wav,His wife Margaret was not in court.
/data/xuanru/VCTK/VCTK_16k/p341/p341_214.wav,The budget was too low for that.
/data/xuanru/VCTK/VCTK_16k/p341/p341_008.wav,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon."
/data/xuanru/VCTK/VCTK_16k/p341/p341_004.wav,We also need a small plastic snake and a big toy frog for the kids.
/data/xuanru/VCTK/VCTK_16k/p341/p341_059.wav,"I know when my time is, it doesn't bother me."
/data/xuanru/VCTK/VCTK_16k/p341/p341_241.wav,They have admitted they cannot meet that outlay.
/data/xuanru/VCTK/VCTK_16k/p341/p341_407.wav,"However, the report was incorrect."
/data/xuanru/VCTK/VCTK_16k/p341/p341_094.wav,We are losing this war.
/data/xuanru/VCTK/VCTK_16k/p341/p341_244.wav,It was a big day.
/data/xuanru/VCTK/VCTK_16k/p341/p341_071.wav,"Now, just two games into the season, he has gone."
/data/xuanru/VCTK/VCTK_16k/p341/p341_331.wav,Tax is a matter for national governments.
/data/xuanru/VCTK/VCTK_16k/p341/p341_404.wav,Golf has lost a great character.
/data/xuanru/VCTK/VCTK_16k/p341/p341_029.wav,The injuries are not too serious.
/data/xuanru/VCTK/VCTK_16k/p341/p341_246.wav,"I think however, he was having a fit!"
/data/xuanru/VCTK/VCTK_16k/p341/p341_337.wav,It is the logical extension of audio description.
/data/xuanru/VCTK/VCTK_16k/p341/p341_321.wav,"No-one, however, was complacent about the size of the task."
/data/xuanru/VCTK/VCTK_16k/p341/p341_370.wav,Thus the story will continue to thrive.
/data/xuanru/VCTK/VCTK_16k/p341/p341_260.wav,It was a tactical change.
/data/xuanru/VCTK/VCTK_16k/p341/p341_358.wav,Nothing was going to go right.
/data/xuanru/VCTK/VCTK_16k/p341/p341_109.wav,It was a bit of a struggle today.
/data/xuanru/VCTK/VCTK_16k/p341/p341_193.wav,It has to be a long-term commitment.
/data/xuanru/VCTK/VCTK_16k/p341/p341_118.wav,Whoever said that cannot have seen it.
/data/xuanru/VCTK/VCTK_16k/p341/p341_056.wav,"It's not, of course, a concert hall."
/data/xuanru/VCTK/VCTK_16k/p341/p341_215.wav,All inquiries should be made to the police.
/data/xuanru/VCTK/VCTK_16k/p341/p341_188.wav,He admitted there were two aspects of fear.
/data/xuanru/VCTK/VCTK_16k/p341/p341_390.wav,Then came the second round.
/data/xuanru/VCTK/VCTK_16k/p341/p341_234.wav,I would have dropped out otherwise.
/data/xuanru/VCTK/VCTK_16k/p341/p341_364.wav,What's happening to her?
/data/xuanru/VCTK/VCTK_16k/p341/p341_382.wav,We have been working together for some years.
/data/xuanru/VCTK/VCTK_16k/p341/p341_154.wav,He came in an army uniform.
/data/xuanru/VCTK/VCTK_16k/p341/p341_143.wav,I love you so very much.
/data/xuanru/VCTK/VCTK_16k/p341/p341_173.wav,My house was shaking at the time.
/data/xuanru/VCTK/VCTK_16k/p341/p341_137.wav,"At this stage, we think the air campaign is enough."
/data/xuanru/VCTK/VCTK_16k/p341/p341_205.wav,I feel privileged to be here.
/data/xuanru/VCTK/VCTK_16k/p341/p341_010.wav,"People look, but no one ever finds it."
/data/xuanru/VCTK/VCTK_16k/p341/p341_171.wav,She may even appear in some more films.
/data/xuanru/VCTK/VCTK_16k/p341/p341_021.wav,"The difference in the rainbow depends considerably upon the size of the drops, and the width of the colored band increases as the size of the drops increases."
/data/xuanru/VCTK/VCTK_16k/p341/p341_169.wav,I am still very much a director.
/data/xuanru/VCTK/VCTK_16k/p341/p341_319.wav,This is very bad news.
/data/xuanru/VCTK/VCTK_16k/p341/p341_317.wav,You will never forget the clutching horror.
/data/xuanru/VCTK/VCTK_16k/p341/p341_090.wav,The feedback from audiences was just so positive.
/data/xuanru/VCTK/VCTK_16k/p341/p341_326.wav,The palace said the Queen was deeply saddened.
/data/xuanru/VCTK/VCTK_16k/p341/p341_240.wav,Bill is a mentor.
/data/xuanru/VCTK/VCTK_16k/p341/p341_356.wav,She had every right to read the warrant.
/data/xuanru/VCTK/VCTK_16k/p341/p341_323.wav,We do need to get the message across.
/data/xuanru/VCTK/VCTK_16k/p341/p341_283.wav,Are you in this movie?
/data/xuanru/VCTK/VCTK_16k/p341/p341_339.wav,They told us about it the next day.
/data/xuanru/VCTK/VCTK_16k/p341/p341_296.wav,They too refused to come out and talk.
/data/xuanru/VCTK/VCTK_16k/p341/p341_128.wav,It is crucial for both teams.
/data/xuanru/VCTK/VCTK_16k/p341/p341_254.wav,"Sub Not Used, McKay."
/data/xuanru/VCTK/VCTK_16k/p341/p341_367.wav,The surprise is its product is so poor.
/data/xuanru/VCTK/VCTK_16k/p341/p341_175.wav,Of course he is.
/data/xuanru/VCTK/VCTK_16k/p341/p341_002.wav,Ask her to bring these things with her from the store.
/data/xuanru/VCTK/VCTK_16k/p341/p341_398.wav,We've still got a say in this.
/data/xuanru/VCTK/VCTK_16k/p341/p341_399.wav,Things are going very well.
/data/xuanru/VCTK/VCTK_16k/p341/p341_325.wav,That did not go down well.
/data/xuanru/VCTK/VCTK_16k/p341/p341_393.wav,Story time is over - it's a war.
/data/xuanru/VCTK/VCTK_16k/p341/p341_145.wav,The road was closed for several hours.
/data/xuanru/VCTK/VCTK_16k/p341/p341_111.wav,"If you could have dinner with anyone, who would it be?"
/data/xuanru/VCTK/VCTK_16k/p341/p341_055.wav,I've just got to do this.
/data/xuanru/VCTK/VCTK_16k/p341/p341_394.wav,"Maybe, who knows?"
/data/xuanru/VCTK/VCTK_16k/p341/p341_312.wav,There is nothing like a fresh start.
